ID	Term	Ontology	Count	Size	numInt	numTotal	p_value	fdr	Enrichment_Score	Fold_Enrichment	GeneRatio	Genes
GO:0030162	regulation_of_proteolysis	Biological Process	4	726	38	17313	0.0735361250636806	0.169200065124622	1.13349925871789	2.51022183558069	0.105263157894737	HSPA1A//IFI6//S100A8//S100A9
GO:0052547	regulation_of_peptidase_activity	Biological Process	3	447	38	17313	0.0742262442142898	0.169200065124622	1.12944251382796	3.05775344401272	0.0789473684210526	IFI6//S100A8//S100A9
GO:0001819	positive_regulation_of_cytokine_production	Biological Process	3	448	38	17313	0.0746167152036315	0.16968128024672	1.12716387349858	3.05092810150376	0.0789473684210526	HSPA1A//HSPB1//IGHD
GO:0051259	protein_complex_oligomerization	Biological Process	3	452	38	17313	0.0761879520621457	0.17160429202569	1.11811370013828	3.02392873777364	0.0789473684210526	CD79A//CD79B//TCL1A
GO:0009612	response_to_mechanical_stimulus	Biological Process	2	211	38	17313	0.0780888370981591	0.173568696391988	1.10741104465238	4.31853330007483	0.0526315789473684	NFKBIA//TXNIP
GO:0006839	mitochondrial_transport	Biological Process	2	214	38	17313	0.0800065679817749	0.175598223699941	1.0968743589936	4.25799311362518	0.0526315789473684	HSP90AA1//HSPA1A
GO:0042063	gliogenesis	Biological Process	2	214	38	17313	0.0800065679817749	0.175598223699941	1.0968743589936	4.25799311362518	0.0526315789473684	S100A8//VIM
GO:0045665	negative_regulation_of_neuron_differentiation	Biological Process	2	222	38	17313	0.085192540811294	0.183163962744282	1.06959842901628	4.10455192034139	0.0526315789473684	LGALS1//VIM
GO:0045732	positive_regulation_of_protein_catabolic_process	Biological Process	2	222	38	17313	0.085192540811294	0.183163962744282	1.06959842901628	4.10455192034139	0.0526315789473684	HSP90AA1//HSPA1A
GO:0051248	negative_regulation_of_protein_metabolic_process	Biological Process	5	1090	38	17313	0.0880904678226628	0.187165631107524	1.05507108359692	2.08993239980686	0.131578947368421	HSPA1A//HSPB1//IFI6//ISG15//PHACTR1
GO:0048812	neuron_projection_morphogenesis	Biological Process	3	482	38	17313	0.0884387284408702	0.187165631107524	1.05335751027111	2.83571740554706	0.0789473684210526	HSP90AA1//PHACTR1//S100A6
GO:0072657	protein_localization_to_membrane	Biological Process	3	486	38	17313	0.0901328042652255	0.188078893920762	1.045117116696	2.81237816764133	0.0789473684210526	HSP90AA1//RPS26//RPS4Y1
GO:0048858	cell_projection_morphogenesis	Biological Process	3	490	38	17313	0.0918407711126061	0.189742312255397	1.03696447851161	2.78941997851772	0.0789473684210526	HSP90AA1//PHACTR1//S100A6
GO:0031324	negative_regulation_of_cellular_metabolic_process	Biological Process	9	2525	38	17313	0.0920140551349844	0.189742312255397	1.03614582916157	1.62393955184992	0.236842105263158	DNAJB1//HSPA1A//HSPB1//IFI6//ISG15//PHACTR1//RPS26//S100A11//TXNIP
GO:0031325	positive_regulation_of_cellular_metabolic_process	Biological Process	11	3301	38	17313	0.0933930352814319	0.191648180859511	1.02968550976159	1.51822414260431	0.289473684210526	CCL4//HMGN1//HSP90AA1//HSPA1A//HSPB1//IER5//NFKBIA//S100A8//S100A9//TCL1A//VIM
GO:0010975	regulation_of_neuron_projection_development	Biological Process	3	496	38	17313	0.0944285002640349	0.192106153225327	1.02489690782762	2.75567699490662	0.0789473684210526	LGALS1//S100A9//VIM
GO:0038093	Fc_receptor_signaling_pathway	Biological Process	2	237	38	17313	0.095184152485841	0.193227914703016	1.02143535267501	3.84477015323118	0.0526315789473684	HSP90AA1//IGHG4
GO:0030335	positive_regulation_of_cell_migration	Biological Process	3	500	38	17313	0.096170659516004	0.193737429571215	1.01695740565319	2.73363157894737	0.0789473684210526	CCL4//CXCL8//HSPB1
GO:0050767	regulation_of_neurogenesis	Biological Process	4	809	38	17313	0.0999103710314224	0.199611702495266	1.00038942821105	2.25268362500813	0.105263157894737	LGALS1//PHACTR1//S100A9//VIM
